,0
157,"['112.86.34.3', '15/Oct/2021', '13:02:26', 'GET', '/escript6/escript6-v8gr37fg.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '24342', 'Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
158,"['106.11.158.1', '15/Oct/2021', '13:47:00', 'GET', '/assembly/assembly-coprocessor.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16698', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
159,"['106.11.158.8', '15/Oct/2021', '13:55:26', 'GET', '/fortran/fortran_basic_input_output.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14859', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
160,"['106.11.156.2', '15/Oct/2021', '13:55:27', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
161,"['222.91.124.2', '15/Oct/2021', '14:17:35', 'GET', '/vue_elementplus/vue_elementplus-bsyh3krc.html?fcode=abox_workview1', 'HTTP/1.1', '200', '16042', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47']"
162,"['20.112.122.1', '15/Oct/2021', '15:12:48', 'GET', ""/architectroad/architectroad-yuc52cxo.html?fcode=abox_workview1'A=0"", 'HTTP/1.1', '200', '20209', 'Mozilla/5.0 (Windows; U; Windows NT 5.1; pt-PT; rv:1.9.1.2) Gecko/20090729 Firefox/3.5.2 (.NET CLR 3.5.30729)']"
163,"['104.41.165.1', '15/Oct/2021', '15:15:53', 'GET', '/flask/flask_application.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '17252', 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36']"
164,"['219.133.170.2', '15/Oct/2021', '15:15:59', 'GET', '/qysrc/qysrc-f5jn3759.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '15448', 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36']"
165,"['219.133.170.2', '15/Oct/2021', '15:25:10', 'GET', '/qysrc/qysrc-f5jn3759.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '15448', 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36']"
166,"['106.11.152.1', '15/Oct/2021', '15:54:27', 'GET', '/assembly/assembly-coprocessor.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16698', 'Mozilla/5.0 (iPhone; U; CPU iPhone OS 10_3_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8A293 Safari/6531.22.7']"
167,"['106.11.154.7', '15/Oct/2021', '15:56:10', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
168,"['106.11.158.7', '15/Oct/2021', '15:56:11', 'GET', '/fortran/fortran_basic_input_output.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14859', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
169,"['223.71.97.5', '15/Oct/2021', '16:12:58', 'GET', '/shellbook/ylx2eozt.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '24249', 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
170,"['163.116.200.1', '15/Oct/2021', '16:33:43', 'GET', '/jenkins/jenkins-6rwt28n7.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '14596', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47']"
171,"['221.218.215.4', '15/Oct/2021', '17:06:21', 'GET', '/xmind/s41n1qmi.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '16407', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36']"
172,"['61.139.6.1', '15/Oct/2021', '17:07:16', 'GET', '/ibatis/ibatis_dynamic_sql.html?fcode=abox_workview1', 'HTTP/1.1', '200', '16006', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
173,"['112.45.96.2', '15/Oct/2021', '17:18:04', 'GET', '/vue_elementplus/vue_elementplus-4zey3kqq.html?fcode=abox_workview1', 'HTTP/1.1', '200', '17959', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47']"
174,"['223.104.247.1', '15/Oct/2021', '17:18:10', 'GET', '/article/2933225.html?fcode=abox_workview1', 'HTTP/1.1', '200', '2933225', 'Mozilla/5.0 (Linux; Android 8.1.0; DUB-AL00 Build/HUAWEIDUB-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4044.145 Mobile Safari/537.36 huaweioem (8.0.0.390)']"
175,"['123.149.77.2', '15/Oct/2021', '17:30:18', 'GET', '/java/java-number.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '18575', 'Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Mobile Safari/537.36']"
176,"['185.27.99.2', '15/Oct/2021', '17:41:49', 'GET', '/matlab/matlab-yj7928gc.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14849', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
177,"['185.27.99.2', '15/Oct/2021', '17:42:02', 'GET', '/matlab/matlab-e61o28ge.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16183', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
178,"['185.27.99.2', '15/Oct/2021', '17:42:17', 'GET', '/matlab/matlab-by7428gf.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16911', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
179,"['185.27.99.2', '15/Oct/2021', '17:42:24', 'GET', '/matlab/matlab-cqju28gg.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '15450', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
180,"['185.27.99.2', '15/Oct/2021', '17:42:36', 'GET', '/matlab/matlab-ed7z28gh.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16560', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
181,"['185.27.99.2', '15/Oct/2021', '17:42:49', 'GET', '/matlab/matlab-xotn28go.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14670', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
182,"['185.27.99.2', '15/Oct/2021', '17:43:02', 'GET', '/matlab/matlab-mqes28gx.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14652', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
183,"['185.27.99.2', '15/Oct/2021', '17:43:14', 'GET', '/matlab/matlab-t3hx28gy.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14399', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
184,"['185.27.99.2', '15/Oct/2021', '17:43:27', 'GET', '/matlab/matlab-ner628gz.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14685', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
185,"['185.27.99.2', '15/Oct/2021', '17:43:35', 'GET', '/matlab/matlab-sum528hg.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14761', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
186,"['185.27.99.2', '15/Oct/2021', '17:44:03', 'GET', '/matlab/matlab-2htf28hn.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14136', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
187,"['185.27.99.2', '15/Oct/2021', '17:44:14', 'GET', '/matlab/matlab-nbk928hu.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14124', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
188,"['185.27.99.2', '15/Oct/2021', '17:44:32', 'GET', '/matlab/matlab-ra6i28hx.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14423', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
189,"['185.27.99.2', '15/Oct/2021', '17:44:44', 'GET', '/matlab/matlab-86w928hy.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14124', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
190,"['185.27.99.2', '15/Oct/2021', '17:44:55', 'GET', '/matlab/matlab-aseg28hz.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14316', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
191,"['185.27.99.2', '15/Oct/2021', '17:45:07', 'GET', '/matlab/matlab-whov28i1.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14146', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
192,"['185.27.99.2', '15/Oct/2021', '17:45:20', 'GET', '/matlab/matlab-yv8g28i2.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14251', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
193,"['185.27.99.2', '15/Oct/2021', '17:45:31', 'GET', '/matlab/matlab-plw728i5.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14256', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
194,"['185.27.99.2', '15/Oct/2021', '17:45:49', 'GET', '/matlab/matlab-6k2p28i7.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14300', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
195,"['185.27.99.2', '15/Oct/2021', '17:46:01', 'GET', '/matlab/matlab-4n2i28i8.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14369', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
196,"['185.27.99.2', '15/Oct/2021', '17:46:13', 'GET', '/matlab/matlab-gtys28ic.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14256', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
197,"['185.27.99.2', '15/Oct/2021', '17:46:25', 'GET', '/matlab/matlab-7aim28id.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '17688', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
198,"['185.27.99.2', '15/Oct/2021', '17:46:30', 'GET', '/matlab/matlab-89up28io.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '15007', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
199,"['185.27.99.2', '15/Oct/2021', '17:46:42', 'GET', '/matlab/matlab-ruoi28ip.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '15635', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
200,"['185.27.99.2', '15/Oct/2021', '17:46:55', 'GET', '/matlab/matlab-cyu828iq.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '17738', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
201,"['185.27.99.2', '15/Oct/2021', '17:47:09', 'GET', '/matlab/matlab-zusi28ix.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '18200', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
202,"['185.27.99.2', '15/Oct/2021', '17:47:25', 'GET', '/matlab/matlab-axsl28iz.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16090', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
203,"['185.27.99.2', '15/Oct/2021', '17:47:40', 'GET', '/matlab/matlab-o7xk28j0.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '15565', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
204,"['185.27.99.2', '15/Oct/2021', '17:47:57', 'GET', '/matlab/matlab-zw8r28j3.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '17155', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
205,"['140.205.91.1', '15/Oct/2021', '17:48:07', 'GET', '/fortran/fortran_basic_input_output.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '14859', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
206,"['185.27.99.2', '15/Oct/2021', '17:48:12', 'GET', '/matlab/matlab-y82n28je.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '15256', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
207,"['104.237.255.2', '15/Oct/2021', '18:48:28', 'GET', ""/java/jsf-panelgrid.html?fcode=abox_workview1'A=0"", 'HTTP/1.1', '200', '18036', 'Mozilla/5.0 (Windows; U; Windows NT 5.1; pt-PT; rv:1.9.1.2) Gecko/20090729 Firefox/3.5.2 (.NET CLR 3.5.30729)']"
208,"['106.11.153.7', '15/Oct/2021', '18:52:30', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
209,"['118.186.4.1', '15/Oct/2021', '18:58:26', 'GET', '/xmind/s41n1qmi.html?fcode=abox_workview1&vipPopup=1&appfunction=vip', 'HTTP/1.1', '200', '16407', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.54 Safari/537.36']"
210,"['124.128.34.8', '15/Oct/2021', '19:20:59', 'GET', '/vue_elementplus/vue_elementplus-jd1a3krg.html?fcode=abox_workview1', 'HTTP/1.1', '200', '16150', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36']"
211,"['106.11.158.1', '15/Oct/2021', '19:43:25', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
212,"['106.11.155.8', '15/Oct/2021', '19:46:50', 'GET', '/assembly/assembly-coprocessor.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16698', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
213,"['106.11.153.2', '15/Oct/2021', '20:21:13', 'GET', '/cyykhsscsc/jkf1an.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '15616', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
214,"['106.11.154.6', '15/Oct/2021', '20:23:40', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
215,"['106.11.155.1', '15/Oct/2021', '21:04:10', 'GET', '/assembly/assembly-coprocessor.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '16698', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
216,"['106.11.153.8', '15/Oct/2021', '21:07:25', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
217,"['106.11.155.1', '15/Oct/2021', '21:12:17', 'GET', '/htmltags/tag-col.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '19139', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
218,"['106.11.154.2', '15/Oct/2021', '22:00:05', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
219,"['183.228.91.1', '15/Oct/2021', '22:26:11', 'GET', '/taro_v3/taro-basic.html?fcode=abox_workview1', 'HTTP/1.1', '200', '22799', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36']"
220,"['106.11.156.7', '15/Oct/2021', '22:43:18', 'GET', '/session_initiation_protocol/session_initiation_protocol_proxies_and_routing.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '13959', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
221,"['106.11.159.6', '15/Oct/2021', '22:45:27', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
222,"['106.11.159.1', '15/Oct/2021', '23:25:24', 'GET', '/doc_python_3_5/python_3_5-library-zipapp.html?appfunction=vip&fcode=abox_workview1&vipPopup=1', 'HTTP/1.1', '200', '128557', 'Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1']"
